len_in_sec,sr,num_hops,SIG_RAW,BAK_RAW,OVR_RAW,SIG,BAK,OVR,file_path
3.6314375,16000,5,3.6698709,2.816803,2.7705245,3.3541502548931006,3.090741120530628,2.616783211018811,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_004.wav
1.5891875,16000,3,3.0905933,3.922266,2.8113701,2.976211293723972,3.8892578891979603,2.6470522901039213,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_204.wav
2.5594375,16000,1,2.1334774,1.3534446,1.3941092,2.2276564183120544,1.5406641730878103,1.469599520336857,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_324.wav
2.0735,16000,7,3.8311589,2.3838212,2.5853188,3.44978686606855,2.6909312361838063,2.477401953795473,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_170.wav
3.1344375,16000,3,4.1489043,4.3291054,3.8914137,3.624833711556662,4.102491362278625,3.362071022537323,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_118.wav
2.275875,16000,1,4.082197,2.7077527,2.9568493,3.5896011541818833,2.995762407760513,2.7527130682687186,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_166.wav
2.4678125,16000,1,3.9801693,3.9088342,3.5257866,3.5341163246806313,3.882108378782128,3.137787575801855,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_278.wav
2.181875,16000,8,3.7549348,2.4229922,2.5219364,3.4052405332720452,2.7295853131536734,2.4287250429960743,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_285.wav
2.362875,16000,1,4.0890284,2.960369,3.0380738,3.5932536368927104,3.2137299190182262,2.810368712401947,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_172.wav
2.1443125,16000,8,3.8792636,3.1583972,3.0983806,3.476818711751026,3.371836954928483,2.852015496487754,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_332.wav
3.457625,16000,4,4.3752584,3.4449334,3.5921807,3.739194493565435,3.5842650496474335,3.1797562148177425,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_012.wav
2.8271875,16000,2,4.0523214,3.2753277,3.26845,3.5735219628522197,3.461828682546059,2.969009918220834,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_250.wav
1.8530625,16000,5,4.0317354,2.6380482,2.8068466,3.562282415541014,2.9323326444971016,2.643811463060699,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_132.wav
3.4145,16000,4,3.9938388,2.5676458,2.798568,3.54158270292507,2.8666026700211,2.637589798779025,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_293.wav
1.5625625,16000,3,2.298033,1.388002,1.5107598,2.347565820962004,1.5807001609918014,1.5733774748295009,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_091.wav
2.1140625,16000,7,3.8293958,3.9606507,3.4339926,3.4485815918234297,3.9115734854420414,3.0784581426780275,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_238.wav
2.1139375,16000,7,4.0091896,2.3187988,2.6199317,3.5492782593042334,2.627024204240083,2.5036235984046615,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_126.wav
3.2873125,16000,4,3.9970708,2.816918,2.9346528,3.5433881935995752,3.091890959754447,2.736632323517952,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_244.wav
3.001375,16000,3,4.1307373,3.0763824,3.1674607,3.6153280889960997,3.3080604134964777,2.900340698944763,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_402.wav
3.184625,16000,3,3.9671123,4.1812525,3.640069,3.526722115806715,4.028916887503535,3.2095917114907393,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_364.wav
4.2745,16000,8,4.075852,3.415156,3.362984,3.5857980911301595,3.5578549304186744,3.031419384871025,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_006.wav
4.22525,16000,7,3.79159,3.150799,3.0567715,3.4268038636175993,3.3663906583850896,2.8233618521887847,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_199.wav
2.51325,16000,1,3.9592905,3.4115634,3.262914,3.522546529715497,3.5612261879836766,2.9653110203053012,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_359.wav
1.4159375,16000,2,3.920528,2.9642496,2.9610667,3.5008512021396205,3.2159799704789913,2.755381773726402,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_046.wav
2.1556875,16000,8,3.7472746,2.2339377,2.489565,3.399718925514255,2.5410059447246907,2.4033639800113957,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_287.wav
2.2131875,16000,8,3.634208,3.962408,3.2840736,3.3321811749083317,3.9124608432128376,2.9792502297368992,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_330.wav
1.390625,16000,2,3.8252015,2.1023464,2.3892984,3.445804674940447,2.4046407026977215,2.3246383937414308,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_084.wav
2.0673125,16000,7,3.7904744,3.8868408,3.4144466,3.4262818736866296,3.8689429384423843,3.0658164425447922,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_085.wav
1.644,16000,4,3.9964907,3.3930147,3.307123,3.543062493775699,3.5464666854785163,2.9946331545222202,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_053.wav
1.639375,16000,4,3.440826,2.32836,2.3777523,3.2116765299965704,2.6358567166718263,2.315646364460066,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_371.wav
2.317125,16000,1,3.367057,1.8585391,1.9754184,3.1638747175507986,2.139825913240796,1.9854956813933549,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_279.wav
3.5960625,16000,5,3.929562,3.702952,3.414884,3.505761152858504,3.7568983912178866,3.066046329325853,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_358.wav
2.2164375,16000,8,1.0754141,1.0589935,1.0249214,1.2210306533012563,1.1603729169390233,1.118210868925513,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_370.wav
2.3560625,16000,1,4.2276316,2.7193842,3.039653,3.6656691677607824,3.0061675898947455,2.811480889646274,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_173.wav
2.182375,16000,8,4.116733,4.1103635,3.7160456,3.607906960968959,3.993195852413984,3.2566897589933457,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_416.wav
1.66075,16000,4,3.656304,3.7411609,3.2273304,3.346329664637164,3.7804890632359642,2.9410871731124937,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_417.wav
2.199,16000,8,1.0640193,1.0508863,0.99487466,1.2091033012693975,1.1495613530067386,1.0887930897961535,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_052.wav
2.709125,16000,1,3.5363638,2.3346517,2.4389093,3.272424064614925,2.643097123953054,2.364065163843883,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_167.wav
1.9265,16000,6,3.8771884,3.0690212,3.0149524,3.4760194134351283,3.301588146730472,2.7936496944536704,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_047.wav
2.4900625,16000,1,4.2518992,3.5306735,3.589178,3.678016311403619,3.6440170726284444,3.1779806712428464,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_292.wav
2.290625,16000,1,3.5887852,2.9838004,2.7970796,3.305057442144061,3.2330957252925145,2.6366982336677385,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_331.wav
2.472,16000,1,4.1630177,3.4740558,3.4556882,3.632312065198686,3.6051291641189804,3.0927088135591787,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_319.wav
3.33725,16000,4,4.211501,3.5865993,3.56067,3.6573791407218508,3.680919936164976,3.159762690747465,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_251.wav
2.439625,16000,1,4.0358853,2.0297825,2.3699553,3.5646325076931342,2.3277114954976037,2.309585767652788,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_133.wav
3.943125,16000,6,4.2752695,3.161935,3.316183,3.689753387184018,3.37524684111815,3.0008132222138735,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_090.wav
3.1381875,16000,3,1.1480236,1.0954689,1.0135392,1.295500389044091,1.2087107973383533,1.1070605702194005,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_013.wav
3.0601875,16000,3,4.0505757,3.814058,3.5359294,3.572413546797501,3.82531629557527,3.1442251603060765,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_198.wav
2.122,16000,7,3.9143906,3.0689566,3.059417,3.4968923508712577,3.3017501968377596,2.8252141489350153,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_403.wav
2.0990625,16000,7,4.1159835,3.7745254,3.560493,3.6074643155838317,3.8005443223711945,3.159811889832752,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_365.wav
2.1376875,16000,8,3.9171193,3.069592,3.1372697,3.498638965577333,3.3025831972852795,2.8794381615949023,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_245.wav
3.3976875,16000,4,3.9131682,2.1334496,2.4569716,3.4967209028681885,2.4371765245689296,2.378068450545665,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_007.wav
2.5575625,16000,1,4.210933,3.48831,3.5638762,3.657115770157211,3.61499926562973,3.1620032901164,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_321.wav
1.757125,16000,5,3.8519573,3.1341424,3.0691442,3.4617193075509385,3.353839008559221,2.8321071730737404,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_325.wav
1.6191875,16000,3,3.6651106,2.7393277,2.735487,3.3517008091120295,3.0237320785223827,2.591034378859661,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_137.wav
2.476375,16000,1,3.922688,4.1410565,3.5904849,3.502086909418187,4.009653013243961,3.1788035043800345,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_309.wav
2.8710625,16000,2,3.9168887,3.203354,3.179432,3.4988243730522894,3.4062630318640656,2.9082477630915533,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_017.wav
1.9970625,16000,6,3.9364538,2.8730824,2.976245,3.5096011320323393,3.138991836681999,2.766211275240705,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_239.wav
5.5214375,16000,2,4.2616305,2.5290146,2.9196768,3.6829056958939717,2.8307427486367187,2.7258331765264843,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_003.wav
1.9740625,16000,6,3.390397,3.9124959,3.0933034,3.1786325519551464,3.8838873732294683,2.848743670240875,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_127.wav
2.2515,16000,9,3.8353057,2.4589746,2.6346529,3.4512899945810647,2.7642496612021863,2.5148508163051218,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_286.wav
3.707125,16000,5,4.184368,3.6090527,3.5635192,3.6431940249659354,3.6960727948357834,3.1616379967625745,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_123.wav
1.9239375,16000,6,1.2798985,1.0713427,1.0861112,1.4290466862335531,1.1766699273898344,1.17758104414116,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_211.wav
2.7515625,16000,2,4.0784883,3.6865363,3.500856,3.5874316214986024,3.7466340582417597,3.1217074636434914,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_255.wav
2.651375,16000,1,3.9872599,4.2017255,3.6907563,3.5380288461871174,4.040634846313782,3.2412521000998735,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_177.wav
2.25,16000,9,3.5436935,3.431368,3.015281,3.276979968981999,3.5748589844630385,2.7942308137111804,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_205.wav
2.958,16000,2,4.109515,3.7203016,3.5777283,3.604159442366681,3.767518445446487,3.170666003173494,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_269.wav
2.1916875,16000,8,4.020211,2.1766856,2.5590749,3.5559245432835813,2.4821590835182357,2.457223965331646,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_229.wav
1.9528125,16000,6,1.2393025,1.2683417,1.0307746,1.3888213573383084,1.432884365921643,1.123918404367005,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_215.wav
3.0708125,16000,3,4.037644,2.8774402,3.112127,3.5652002233388926,3.143207597142031,2.8616019192997064,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_188.wav
2.8159375,16000,2,3.8759155,2.9212754,2.9252057,3.4755621322492614,3.180728060869477,2.7299763054302035,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_094.wav
2.627875,16000,1,4.024941,2.450397,2.6975725,3.558679324634144,2.756424873255935,2.562696701546732,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_349.wav
1.519625,16000,3,1.2197735,1.070856,1.0821768,1.368823251572709,1.1760233001542966,1.1738453427113198,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p232_241.wav
2.518625,16000,1,3.7366087,3.5206919,3.1302845,3.3945950428460456,3.637222478161564,2.8747406910022297,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_407.wav
2.117,16000,7,4.1956797,3.2078292,3.2974014,3.649150711298855,3.410545183941505,2.9883626711456492,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_201.wav
2.58125,16000,1,3.8793297,3.3107529,3.179564,3.4775598668768875,3.4882358086180307,2.908670700601586,/Users/azam/Desktop/Thesis/speech_quality_assessment/data/vctk_data/noisy_testset_wav_16k/p257_374.wav
